Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
2014.0,1.3,Petrol,Automatic,53806.0,Used,30000-40000,Prius
2007.0,4.0,Diesel,Manual,75992.0,New,40000-50000,GLC
2011.0,5.5,Electric,Automatic,284464.0,New,60000-70000,X3
2021.0,2.9,Diesel,Automatic,258852.0,Like New,50000-60000,A4
2011.0,2.1,Diesel,Manual,173217.0,Used,90000-100000,Fiesta
2013.0,3.2,Electric,Manual,194760.0,New,20000-30000,Prius
2014.0,5.1,Petrol,Manual,69837.0,Used,50000-60000,GLC
2008.0,5.1,Diesel,Manual,138279.0,Like New,80000-90000,X3
2018.0,3.9,Hybrid,Automatic,218811.0,Like New,90000-100000,C-Class
2019.0,2.8,Electric,Manual,114780.0,New,30000-40000,Mustang
2021.0,5.0,Diesel,Manual,87081.0,New,10000-20000,A4
2007.0,3.8,Diesel,Automatic,286160.0,Like New,40000-50000,A3
2020.0,5.1,Diesel,Manual,112099.0,New,40000-50000,Q5
2005.0,4.9,Hybrid,Manual,264068.0,Used,40000-50000,Mustang
2018.0,3.1,Diesel,Manual,104987.0,Like New,30000-40000,Accord
2003.0,5.8,Diesel,Automatic,54333.0,Like New,40000-50000,GLC
2022.0,3.7,Petrol,Automatic,215530.0,Like New,80000-90000,5 Series
2006.0,4.0,Petrol,Manual,177171.0,Like New,10000-20000,Prius
2011.0,3.9,Electric,Automatic,206553.0,Used,10000-20000,Prius
2012.0,1.9,Hybrid,Automatic,69767.0,Like New,70000-80000,Accord
2002.0,1.3,Petrol,Automatic,104332.0,Like New,30000-40000,Model X
2011.0,4.8,Petrol,Manual,6336.0,Used,10000-20000,Explorer
2001.0,3.6,Diesel,Automatic,206238.0,Like New,30000-40000,A4
2023.0,2.1,Diesel,Manual,279400.0,New,50000-60000,GLA
2001.0,4.3,Hybrid,Automatic,230517.0,Like New,20000-30000,Prius
2022.0,1.4,Electric,Manual,180889.0,Used,50000-60000,Model Y
2008.0,3.2,Electric,Manual,295863.0,Like New,20000-30000,Model X
2000.0,1.8,Electric,Automatic,45704.0,Like New,60000-70000,Model X
2007.0,1.9,Diesel,Manual,292157.0,New,90000-100000,RAV4
2022.0,2.0,Petrol,Manual,226884.0,Like New,10000-20000,Corolla
2005.0,2.9,Petrol,Manual,167848.0,Like New,20000-30000,Camry
2005.0,1.3,Diesel,Manual,272204.0,Like New,80000-90000,Corolla
2021.0,3.0,Electric,Manual,219182.0,Used,60000-70000,Model 3
2017.0,3.6,Electric,Automatic,78563.0,Used,10000-20000,Model S
2016.0,3.4,Hybrid,Manual,135102.0,New,50000-60000,CR-V
2011.0,2.9,Hybrid,Automatic,89779.0,Like New,20000-30000,GLC
2005.0,5.2,Electric,Manual,164361.0,Used,20000-30000,Q7
2007.0,1.7,Diesel,Manual,99704.0,New,90000-100000,Fiesta
2009.0,1.3,Hybrid,Automatic,110234.0,New,70000-80000,Explorer
2000.0,1.4,Electric,Manual,36491.0,New,20000-30000,E-Class
2012.0,3.9,Diesel,Manual,226621.0,New,10000-20000,GLA
2016.0,3.8,Petrol,Automatic,20448.0,New,80000-90000,Focus
2002.0,5.4,Diesel,Automatic,49294.0,New,0-10000,Model Y
2007.0,3.8,Diesel,Automatic,283590.0,New,40000-50000,Fiesta
2013.0,5.8,Hybrid,Automatic,216461.0,New,30000-40000,Civic
2002.0,1.2,Diesel,Manual,85615.0,Like New,50000-60000,X5
2015.0,1.5,Diesel,Manual,17101.0,Like New,20000-30000,Model 3
2019.0,1.9,Hybrid,Manual,150004.0,Like New,80000-90000,A3
2023.0,3.7,Petrol,Manual,90481.0,New,60000-70000,Camry
2016.0,4.2,Electric,Automatic,52802.0,Like New,10000-20000,3 Series
2005.0,5.7,Hybrid,Automatic,210005.0,New,20000-30000,Model Y
2016.0,5.2,Petrol,Manual,156434.0,Used,40000-50000,Mustang
2013.0,2.5,Electric,Automatic,47842.0,New,60000-70000,X3
2016.0,1.4,Hybrid,Manual,46539.0,New,30000-40000,Q7
2007.0,1.8,Electric,Manual,33717.0,Used,40000-50000,GLA
2010.0,1.6,Electric,Manual,246281.0,Used,70000-80000,RAV4
2019.0,1.6,Diesel,Automatic,186272.0,Used,90000-100000,Corolla
2006.0,2.2,Hybrid,Manual,127922.0,Used,0-10000,A4
2020.0,2.8,Electric,Automatic,92447.0,Used,30000-40000,Focus
2016.0,4.4,Hybrid,Automatic,12823.0,Like New,30000-40000,RAV4
2009.0,5.7,Electric,Manual,29986.0,Used,40000-50000,E-Class
2010.0,1.7,Hybrid,Automatic,121682.0,Used,60000-70000,5 Series
2021.0,2.9,Electric,Manual,64325.0,Used,10000-20000,E-Class
2008.0,1.4,Electric,Automatic,57771.0,Like New,50000-60000,Civic
2023.0,1.0,Electric,Manual,54973.0,New,30000-40000,A3
2004.0,4.4,Petrol,Automatic,145762.0,Used,90000-100000,Fiesta
2016.0,4.2,Electric,Manual,57888.0,Used,40000-50000,CR-V
2008.0,3.1,Diesel,Automatic,10956.0,Like New,80000-90000,Camry
2016.0,3.4,Diesel,Manual,86839.0,Used,90000-100000,E-Class
2023.0,3.1,Diesel,Manual,167605.0,Used,80000-90000,GLA
2020.0,1.1,Electric,Manual,101131.0,Like New,0-10000,Q7
2018.0,2.7,Diesel,Automatic,187973.0,Used,90000-100000,Model Y
2006.0,1.9,Petrol,Automatic,11519.0,Used,10000-20000,Model Y
2022.0,1.5,Hybrid,Automatic,162187.0,Like New,0-10000,X5
2008.0,5.8,Electric,Automatic,1832.0,New,40000-50000,Q7
2006.0,4.0,Diesel,Automatic,113922.0,Used,20000-30000,X5
2010.0,2.6,Hybrid,Manual,69715.0,New,30000-40000,Q7
2018.0,2.2,Diesel,Manual,37570.0,New,70000-80000,Q7
2010.0,1.5,Petrol,Manual,137687.0,Used,20000-30000,Model S
2012.0,1.9,Hybrid,Automatic,38311.0,New,50000-60000,3 Series
2013.0,5.0,Diesel,Manual,103187.0,Like New,90000-100000,X5
2012.0,4.4,Hybrid,Automatic,285578.0,Used,40000-50000,Q5
2000.0,3.7,Petrol,Manual,86879.0,Like New,60000-70000,Fit
2011.0,5.6,Electric,Automatic,66202.0,New,10000-20000,Model Y
2011.0,2.4,Electric,Manual,224491.0,Like New,80000-90000,Mustang
2007.0,2.7,Hybrid,Manual,79599.0,Like New,90000-100000,X5
2007.0,4.9,Electric,Manual,164721.0,Used,60000-70000,X5
2020.0,6.0,Hybrid,Manual,231436.0,Like New,10000-20000,Accord
2012.0,2.2,Diesel,Automatic,116770.0,Like New,90000-100000,Focus
2011.0,5.4,Electric,Automatic,179693.0,New,20000-30000,Fiesta
2015.0,5.2,Hybrid,Automatic,261051.0,Like New,30000-40000,A3
2000.0,2.1,Electric,Automatic,114300.0,Like New,40000-50000,5 Series
2012.0,3.0,Electric,Manual,191012.0,New,40000-50000,Mustang
2006.0,3.0,Electric,Automatic,171796.0,Used,80000-90000,GLC
2004.0,5.9,Hybrid,Manual,162776.0,New,80000-90000,Fit
2007.0,1.9,Petrol,Automatic,241942.0,New,70000-80000,GLA
2013.0,5.0,Electric,Automatic,2526.0,Like New,0-10000,GLA
2022.0,2.7,Electric,Automatic,268718.0,Like New,50000-60000,Model 3
2012.0,4.7,Diesel,Manual,270877.0,Used,70000-80000,Model Y
2014.0,3.1,Petrol,Manual,36051.0,Like New,40000-50000,CR-V
2022.0,3.9,Hybrid,Automatic,15909.0,Used,90000-100000,GLA
2016.0,5.2,Diesel,Automatic,77338.0,Used,80000-90000,Focus
2014.0,5.0,Electric,Automatic,290277.0,Used,60000-70000,3 Series
2019.0,5.3,Diesel,Manual,182643.0,Used,10000-20000,CR-V
2017.0,1.3,Diesel,Manual,79062.0,Like New,60000-70000,Q5
2017.0,4.5,Electric,Manual,181980.0,New,90000-100000,C-Class
2001.0,1.7,Petrol,Automatic,51458.0,New,40000-50000,Civic
2003.0,3.1,Petrol,Manual,222159.0,Like New,80000-90000,Prius
2000.0,3.7,Diesel,Automatic,287442.0,Like New,30000-40000,Corolla
2003.0,3.0,Electric,Manual,231946.0,Used,50000-60000,Model X
2017.0,3.6,Hybrid,Automatic,153263.0,Like New,60000-70000,X3
2004.0,6.0,Diesel,Automatic,164164.0,New,60000-70000,Focus
2014.0,4.4,Diesel,Automatic,206329.0,Like New,20000-30000,X3
2007.0,3.0,Diesel,Automatic,62513.0,Used,20000-30000,X5
2019.0,1.7,Electric,Automatic,145476.0,Used,70000-80000,5 Series
2016.0,1.8,Electric,Manual,35198.0,Used,20000-30000,Q7
2000.0,5.7,Hybrid,Automatic,225295.0,Used,40000-50000,Q5
2011.0,5.4,Hybrid,Manual,264323.0,New,0-10000,Model Y
2018.0,5.5,Petrol,Manual,2019.0,Like New,10000-20000,Civic
2014.0,6.0,Electric,Automatic,81455.0,Like New,60000-70000,Corolla
2008.0,2.0,Diesel,Manual,216311.0,Used,70000-80000,3 Series
2006.0,2.8,Diesel,Automatic,149776.0,New,10000-20000,Model S
2008.0,3.4,Electric,Automatic,3420.0,Like New,10000-20000,Corolla
2009.0,3.1,Diesel,Manual,178725.0,Used,40000-50000,C-Class
2001.0,2.8,Petrol,Automatic,16740.0,Like New,10000-20000,Mustang
2018.0,4.0,Petrol,Automatic,105789.0,Like New,40000-50000,Q7
2010.0,3.9,Diesel,Automatic,19465.0,New,70000-80000,E-Class
2012.0,1.8,Diesel,Automatic,4131.0,New,60000-70000,Corolla
2009.0,3.4,Hybrid,Manual,10652.0,Like New,30000-40000,E-Class
2017.0,3.9,Hybrid,Automatic,245289.0,Used,90000-100000,Model Y
2018.0,2.1,Petrol,Manual,89342.0,Like New,30000-40000,Corolla
2021.0,4.7,Diesel,Automatic,281315.0,Like New,30000-40000,C-Class
2008.0,1.1,Hybrid,Automatic,217201.0,Used,50000-60000,A3
2006.0,2.8,Petrol,Manual,259820.0,Used,20000-30000,A4
2002.0,4.9,Electric,Manual,186764.0,Used,60000-70000,Accord
2019.0,3.8,Diesel,Automatic,58541.0,Like New,80000-90000,C-Class
2005.0,2.3,Hybrid,Manual,9470.0,New,40000-50000,X3
2020.0,4.5,Electric,Automatic,192416.0,Used,60000-70000,E-Class
2001.0,3.8,Hybrid,Manual,44308.0,Used,60000-70000,Model 3
2005.0,5.0,Petrol,Manual,135669.0,Used,0-10000,Camry
2002.0,4.7,Electric,Manual,102840.0,Like New,20000-30000,Corolla
2007.0,3.4,Electric,Manual,49477.0,New,90000-100000,GLC
2001.0,1.7,Petrol,Automatic,108261.0,Used,70000-80000,Model Y
2016.0,2.3,Electric,Manual,102466.0,Like New,90000-100000,Focus
2008.0,3.1,Hybrid,Manual,295215.0,New,30000-40000,Model S
2011.0,4.0,Petrol,Automatic,70560.0,Like New,20000-30000,A4
2002.0,3.6,Diesel,Automatic,255392.0,New,40000-50000,Model Y
2010.0,2.4,Hybrid,Automatic,261278.0,Used,10000-20000,Prius
2000.0,1.0,Hybrid,Manual,166471.0,Like New,80000-90000,A3
2022.0,3.5,Petrol,Manual,244413.0,Used,90000-100000,RAV4
2012.0,2.4,Petrol,Automatic,188511.0,New,80000-90000,Accord
2014.0,4.7,Diesel,Automatic,2369.0,New,50000-60000,X5
2004.0,1.1,Hybrid,Automatic,228629.0,Used,30000-40000,Prius
2020.0,3.9,Petrol,Automatic,262672.0,New,20000-30000,Q5
2016.0,5.7,Diesel,Manual,108806.0,Used,30000-40000,CR-V
2022.0,1.9,Diesel,Manual,161386.0,Used,60000-70000,Camry
2023.0,3.4,Petrol,Manual,102979.0,Used,40000-50000,Explorer
2005.0,1.5,Hybrid,Manual,281892.0,New,90000-100000,Model Y
2020.0,4.1,Electric,Manual,35109.0,Like New,80000-90000,3 Series
2021.0,3.8,Electric,Automatic,13919.0,Used,10000-20000,Camry
2017.0,3.6,Electric,Automatic,70441.0,New,60000-70000,Focus
2012.0,1.1,Diesel,Manual,47020.0,Used,60000-70000,Model Y
2022.0,5.3,Hybrid,Automatic,205338.0,New,20000-30000,CR-V
2008.0,3.9,Diesel,Manual,284305.0,Used,50000-60000,Focus
2020.0,5.5,Petrol,Automatic,27738.0,Used,40000-50000,CR-V
2011.0,5.1,Hybrid,Automatic,57153.0,New,0-10000,Corolla
2001.0,3.1,Diesel,Manual,214020.0,Like New,90000-100000,Fiesta
2002.0,4.7,Electric,Automatic,61009.0,New,60000-70000,Mustang
2011.0,3.9,Hybrid,Automatic,271941.0,New,0-10000,Mustang
2014.0,1.9,Diesel,Automatic,71942.0,New,60000-70000,Focus
2008.0,2.3,Diesel,Manual,118065.0,New,60000-70000,E-Class
2022.0,2.0,Diesel,Manual,276109.0,Used,50000-60000,Prius
2007.0,2.2,Electric,Manual,275877.0,Used,70000-80000,Model S
2015.0,3.8,Hybrid,Automatic,159855.0,Like New,80000-90000,C-Class
2003.0,3.1,Electric,Automatic,167466.0,New,80000-90000,Prius
2000.0,4.1,Electric,Automatic,195868.0,Used,20000-30000,Camry
2023.0,1.4,Petrol,Automatic,290431.0,Used,80000-90000,A4
2006.0,1.4,Diesel,Manual,82104.0,Used,90000-100000,Model 3
2023.0,3.6,Hybrid,Manual,221404.0,Used,50000-60000,GLC
2004.0,2.1,Diesel,Manual,265332.0,Like New,60000-70000,Fit
2006.0,2.4,Petrol,Manual,91205.0,Used,10000-20000,5 Series
2003.0,3.0,Electric,Manual,232321.0,Used,50000-60000,Civic
2004.0,5.1,Hybrid,Manual,137837.0,New,30000-40000,A3
2023.0,1.1,Hybrid,Manual,219779.0,Like New,80000-90000,RAV4
2000.0,4.2,Diesel,Automatic,141879.0,Used,80000-90000,Model S
2000.0,4.3,Hybrid,Automatic,10204.0,New,70000-80000,Prius
2014.0,5.0,Electric,Automatic,223674.0,Like New,60000-70000,X5
2019.0,5.7,Hybrid,Automatic,189016.0,Like New,70000-80000,Corolla
2018.0,1.1,Electric,Automatic,102903.0,Used,30000-40000,Prius
2009.0,1.8,Petrol,Automatic,299225.0,Like New,40000-50000,X3
2017.0,5.4,Petrol,Automatic,256687.0,New,50000-60000,E-Class
2002.0,3.3,Electric,Manual,34986.0,New,90000-100000,C-Class
2010.0,3.8,Diesel,Manual,50304.0,Like New,70000-80000,3 Series
2014.0,4.3,Hybrid,Automatic,39986.0,New,50000-60000,Model S
2010.0,4.4,Diesel,Manual,91594.0,Like New,70000-80000,A3
2016.0,6.0,Petrol,Manual,290358.0,Like New,70000-80000,Model S
2005.0,4.6,Petrol,Manual,173620.0,Like New,40000-50000,Prius
2004.0,2.4,Petrol,Manual,141753.0,Like New,30000-40000,Q7
2001.0,1.2,Petrol,Manual,158651.0,Like New,70000-80000,Model X
2015.0,2.2,Petrol,Automatic,234347.0,Like New,40000-50000,Focus
2019.0,5.5,Petrol,Automatic,186005.0,Used,50000-60000,Fiesta
2023.0,2.3,Petrol,Automatic,162553.0,Used,70000-80000,Fiesta
2011.0,2.1,Diesel,Manual,944.0,Like New,70000-80000,C-Class
2005.0,1.7,Petrol,Automatic,93993.0,Used,90000-100000,GLC
2000.0,5.3,Petrol,Automatic,271258.0,Like New,30000-40000,A3
2016.0,4.4,Diesel,Automatic,208920.0,New,60000-70000,A4
2012.0,2.2,Hybrid,Manual,256805.0,New,70000-80000,A3
2017.0,4.8,Electric,Automatic,294740.0,Like New,70000-80000,GLC
2004.0,4.8,Petrol,Automatic,104087.0,Like New,20000-30000,Focus
2023.0,2.6,Petrol,Automatic,269051.0,New,10000-20000,Fit
2023.0,3.1,Petrol,Automatic,255035.0,New,70000-80000,Corolla
2002.0,2.0,Hybrid,Manual,159186.0,Used,50000-60000,C-Class
2010.0,5.9,Petrol,Automatic,287153.0,Like New,70000-80000,Explorer
2003.0,5.7,Diesel,Automatic,281140.0,New,30000-40000,Civic
2013.0,2.5,Hybrid,Automatic,290911.0,Like New,30000-40000,Accord
2010.0,4.8,Petrol,Automatic,102063.0,Used,30000-40000,X3
2009.0,4.5,Petrol,Manual,24102.0,Used,70000-80000,Prius
2018.0,5.8,Petrol,Automatic,4263.0,Used,40000-50000,Civic
2017.0,3.0,Electric,Manual,67438.0,New,70000-80000,GLC
2005.0,1.7,Electric,Manual,96359.0,Like New,10000-20000,GLA
2014.0,4.4,Hybrid,Automatic,130251.0,Like New,20000-30000,Mustang
2020.0,4.6,Diesel,Manual,171915.0,New,70000-80000,Model S
2009.0,3.9,Petrol,Automatic,27690.0,New,50000-60000,X3
2004.0,2.0,Petrol,Manual,2994.0,New,20000-30000,Corolla
2004.0,3.5,Petrol,Automatic,103533.0,Like New,90000-100000,Q5
2009.0,2.6,Petrol,Manual,67546.0,Like New,30000-40000,Model 3
2004.0,3.1,Electric,Manual,26467.0,Like New,40000-50000,Model X
2002.0,4.2,Diesel,Automatic,246590.0,Used,20000-30000,Explorer
2022.0,4.7,Diesel,Manual,131120.0,New,40000-50000,Fit
2005.0,2.2,Hybrid,Manual,168050.0,New,50000-60000,Fit
2003.0,3.0,Electric,Manual,73414.0,New,30000-40000,Mustang
2017.0,2.3,Petrol,Manual,180294.0,Like New,70000-80000,GLC
2008.0,2.0,Diesel,Manual,48115.0,New,40000-50000,Fit
2016.0,4.9,Diesel,Automatic,40647.0,New,70000-80000,3 Series
2012.0,5.5,Electric,Manual,54607.0,Used,20000-30000,Corolla
2014.0,2.9,Hybrid,Manual,21996.0,Like New,40000-50000,Model X
2019.0,4.8,Hybrid,Automatic,83697.0,New,0-10000,Model S
2012.0,5.2,Hybrid,Automatic,239190.0,Like New,60000-70000,CR-V
2021.0,5.8,Hybrid,Manual,219738.0,Used,40000-50000,A3
2003.0,2.9,Petrol,Manual,221432.0,Like New,80000-90000,Prius
2004.0,2.7,Diesel,Manual,279477.0,Like New,60000-70000,Prius
2004.0,1.3,Hybrid,Automatic,36355.0,Like New,0-10000,Model Y
2008.0,3.4,Hybrid,Automatic,230487.0,New,20000-30000,Explorer
2016.0,1.5,Electric,Manual,129686.0,Used,50000-60000,Model Y
2012.0,2.2,Petrol,Manual,162217.0,New,60000-70000,Fiesta
2001.0,2.6,Hybrid,Manual,249602.0,Used,10000-20000,Model 3
2012.0,5.0,Electric,Manual,249434.0,Used,70000-80000,Q7
2021.0,5.4,Diesel,Automatic,180926.0,Like New,50000-60000,GLC
2020.0,2.5,Electric,Automatic,67664.0,Like New,50000-60000,Prius
2022.0,5.3,Electric,Manual,86153.0,New,30000-40000,Model Y
2018.0,5.3,Hybrid,Automatic,93616.0,Used,60000-70000,A4
2002.0,4.8,Hybrid,Manual,297429.0,Like New,0-10000,Fiesta
2009.0,1.7,Hybrid,Manual,256349.0,Like New,10000-20000,Fiesta
2001.0,4.5,Electric,Automatic,46996.0,Like New,70000-80000,Corolla
2012.0,5.7,Diesel,Manual,128344.0,Like New,30000-40000,5 Series
2018.0,4.4,Petrol,Automatic,229685.0,New,30000-40000,Model X
2016.0,2.7,Electric,Manual,128019.0,New,20000-30000,CR-V
2020.0,3.5,Hybrid,Automatic,135024.0,Like New,40000-50000,Fiesta
2013.0,4.2,Petrol,Manual,183273.0,Like New,0-10000,E-Class
2011.0,3.6,Diesel,Automatic,120454.0,Like New,30000-40000,GLC
2020.0,1.6,Petrol,Manual,124444.0,Like New,50000-60000,Fiesta
2011.0,2.6,Hybrid,Manual,153868.0,Like New,40000-50000,3 Series
2010.0,5.0,Electric,Automatic,162818.0,Used,90000-100000,3 Series
2006.0,5.3,Electric,Manual,15.0,Used,40000-50000,Q5
2003.0,1.7,Hybrid,Automatic,157029.0,Used,40000-50000,C-Class
2018.0,5.8,Electric,Automatic,81541.0,Used,50000-60000,A4
2000.0,2.6,Hybrid,Manual,21292.0,Like New,20000-30000,GLA
2023.0,4.3,Electric,Manual,162948.0,Used,80000-90000,Model S
2002.0,4.8,Electric,Manual,191799.0,Used,50000-60000,Model X
2012.0,5.1,Electric,Manual,47046.0,New,20000-30000,Accord
2014.0,5.7,Diesel,Automatic,14817.0,Used,80000-90000,Model X
2001.0,2.6,Diesel,Manual,9759.0,Used,0-10000,Civic
2010.0,5.3,Hybrid,Manual,179504.0,Like New,90000-100000,Model 3
2003.0,1.7,Diesel,Manual,268556.0,Used,80000-90000,Camry
2018.0,4.5,Hybrid,Automatic,282648.0,Used,60000-70000,Model X
2016.0,4.7,Petrol,Manual,270651.0,Like New,10000-20000,A4
2002.0,4.4,Petrol,Automatic,21050.0,Used,20000-30000,Explorer
2017.0,2.3,Diesel,Manual,100153.0,Like New,30000-40000,Q7
2007.0,5.4,Petrol,Automatic,275731.0,Used,20000-30000,Fiesta
2021.0,1.8,Petrol,Manual,231329.0,New,50000-60000,5 Series
2004.0,3.4,Hybrid,Manual,117734.0,New,60000-70000,Fit
2006.0,5.2,Petrol,Manual,137912.0,Like New,70000-80000,Fit
2020.0,2.9,Hybrid,Manual,31440.0,Used,80000-90000,Corolla
2007.0,1.8,Hybrid,Automatic,35183.0,Like New,0-10000,Model Y
2004.0,5.2,Petrol,Manual,133461.0,New,40000-50000,A4
2016.0,3.7,Diesel,Automatic,114515.0,Like New,70000-80000,3 Series
2004.0,1.9,Petrol,Automatic,220533.0,New,80000-90000,Mustang
2003.0,4.6,Electric,Automatic,115503.0,New,90000-100000,CR-V
2021.0,3.6,Petrol,Manual,39023.0,New,70000-80000,Model 3
2018.0,4.0,Diesel,Automatic,181101.0,Like New,20000-30000,CR-V
2020.0,3.3,Hybrid,Automatic,218031.0,New,50000-60000,Explorer
2001.0,5.1,Hybrid,Manual,76054.0,Used,0-10000,Model 3
2010.0,5.1,Electric,Automatic,61742.0,New,60000-70000,Model 3
2021.0,4.5,Electric,Automatic,45215.0,Used,50000-60000,X3
2014.0,5.2,Hybrid,Manual,241443.0,Used,90000-100000,A3
2011.0,4.4,Electric,Automatic,103591.0,Used,70000-80000,Q5
2021.0,4.5,Petrol,Manual,249045.0,Like New,30000-40000,GLC
2020.0,2.8,Hybrid,Manual,46229.0,Used,20000-30000,C-Class
2021.0,5.4,Diesel,Manual,62583.0,New,80000-90000,Camry
2010.0,4.6,Hybrid,Automatic,255931.0,Used,20000-30000,Fit
2006.0,1.6,Petrol,Automatic,159996.0,New,20000-30000,A3
2019.0,5.8,Hybrid,Manual,299738.0,Like New,90000-100000,CR-V
2008.0,4.4,Hybrid,Manual,265808.0,Like New,90000-100000,C-Class
2013.0,4.2,Diesel,Manual,272672.0,New,90000-100000,X3
2011.0,2.4,Electric,Manual,159262.0,Used,0-10000,Corolla
2005.0,2.2,Petrol,Automatic,197105.0,Like New,90000-100000,Civic
2018.0,2.5,Electric,Automatic,128404.0,Used,90000-100000,Explorer
2018.0,4.9,Petrol,Automatic,201664.0,Like New,60000-70000,GLA
2015.0,3.0,Petrol,Manual,295043.0,New,70000-80000,Model Y
2011.0,1.7,Electric,Manual,17241.0,Like New,10000-20000,Corolla
2011.0,1.1,Petrol,Automatic,63472.0,Like New,80000-90000,CR-V
2019.0,3.7,Hybrid,Automatic,205320.0,New,10000-20000,Mustang
2005.0,5.9,Diesel,Manual,31346.0,Like New,30000-40000,RAV4
2022.0,2.8,Electric,Manual,81196.0,New,90000-100000,E-Class
2003.0,2.8,Diesel,Manual,208196.0,Used,40000-50000,Corolla
2005.0,2.7,Petrol,Automatic,149014.0,New,10000-20000,Fit
2010.0,3.6,Petrol,Manual,298517.0,Used,90000-100000,A3
2000.0,3.2,Hybrid,Manual,120623.0,Like New,90000-100000,RAV4
2023.0,5.4,Electric,Automatic,2016.0,New,20000-30000,Model S
2022.0,3.5,Petrol,Automatic,7274.0,New,80000-90000,Camry
2014.0,3.5,Electric,Automatic,15748.0,New,40000-50000,GLC
2010.0,1.7,Electric,Manual,11826.0,New,40000-50000,C-Class
2018.0,5.9,Electric,Manual,129288.0,Used,20000-30000,Mustang
2017.0,2.2,Electric,Automatic,201081.0,Used,0-10000,E-Class
2016.0,1.4,Electric,Manual,251054.0,Like New,30000-40000,5 Series
2018.0,4.3,Diesel,Manual,172507.0,Like New,10000-20000,Fit
2020.0,4.0,Hybrid,Manual,206089.0,Like New,90000-100000,Fit
2013.0,3.1,Electric,Automatic,223023.0,Like New,60000-70000,Q7
2017.0,3.1,Diesel,Automatic,192949.0,New,80000-90000,Q7
2018.0,4.9,Petrol,Manual,69072.0,Used,70000-80000,Accord
2014.0,2.0,Electric,Manual,67309.0,Used,10000-20000,Model S
2014.0,5.1,Petrol,Manual,160966.0,Used,90000-100000,Q7
2003.0,4.2,Electric,Manual,185639.0,Used,90000-100000,Fiesta
2006.0,3.1,Diesel,Automatic,35326.0,Like New,30000-40000,GLA
2012.0,3.3,Diesel,Automatic,186131.0,New,10000-20000,CR-V
2002.0,2.3,Diesel,Manual,267223.0,Used,70000-80000,Q5
2015.0,4.8,Hybrid,Manual,87340.0,New,70000-80000,CR-V
2008.0,3.6,Petrol,Automatic,167364.0,New,90000-100000,3 Series
2007.0,2.6,Hybrid,Manual,118192.0,New,10000-20000,RAV4
2019.0,4.0,Electric,Automatic,251749.0,New,10000-20000,GLC
2012.0,6.0,Petrol,Manual,51818.0,Used,60000-70000,Civic
2016.0,3.2,Diesel,Automatic,13429.0,Used,60000-70000,RAV4
2016.0,5.6,Petrol,Manual,57748.0,Used,0-10000,Q5
2016.0,2.7,Diesel,Manual,48807.0,Like New,40000-50000,RAV4
2000.0,1.3,Hybrid,Automatic,269284.0,Used,60000-70000,GLA
2007.0,2.0,Hybrid,Automatic,238161.0,Like New,70000-80000,Fit
2005.0,2.1,Diesel,Manual,282635.0,Like New,50000-60000,Model X
2002.0,1.0,Electric,Automatic,199888.0,Used,80000-90000,A4
2004.0,5.6,Hybrid,Automatic,166052.0,Used,90000-100000,Civic
2012.0,5.2,Hybrid,Manual,226597.0,Used,20000-30000,C-Class
2014.0,4.7,Electric,Manual,8078.0,Like New,20000-30000,A4
2013.0,1.8,Hybrid,Automatic,91654.0,Like New,90000-100000,Mustang
2022.0,1.6,Diesel,Automatic,129101.0,New,40000-50000,RAV4
2015.0,1.3,Petrol,Automatic,16997.0,Like New,70000-80000,Model 3
2017.0,4.6,Petrol,Automatic,131940.0,Like New,60000-70000,C-Class
2021.0,5.6,Hybrid,Automatic,212650.0,Used,30000-40000,Fiesta
2021.0,3.2,Electric,Manual,283390.0,New,60000-70000,CR-V
2010.0,1.6,Diesel,Manual,151633.0,New,60000-70000,X5
2002.0,3.6,Petrol,Automatic,34512.0,New,60000-70000,A4
2021.0,2.7,Diesel,Manual,225226.0,Used,10000-20000,Prius
2009.0,2.9,Hybrid,Manual,208467.0,New,90000-100000,A3
2009.0,4.1,Hybrid,Automatic,72144.0,New,40000-50000,Model X
2020.0,4.6,Petrol,Manual,173557.0,Used,60000-70000,CR-V
2011.0,1.2,Electric,Manual,201484.0,Like New,40000-50000,Prius
2001.0,6.0,Hybrid,Automatic,181675.0,Like New,70000-80000,CR-V
2008.0,2.2,Hybrid,Automatic,152110.0,Like New,90000-100000,A3
2023.0,1.3,Hybrid,Manual,93542.0,Like New,30000-40000,5 Series
2002.0,1.9,Diesel,Manual,276469.0,Like New,40000-50000,C-Class
2023.0,1.2,Diesel,Manual,166964.0,Like New,90000-100000,Accord
2014.0,3.0,Petrol,Manual,149068.0,Like New,20000-30000,GLA
2002.0,5.0,Petrol,Manual,205355.0,Like New,0-10000,Civic
2018.0,2.7,Petrol,Manual,116737.0,Like New,90000-100000,3 Series
2017.0,3.2,Hybrid,Automatic,262968.0,Used,80000-90000,GLC
2007.0,4.4,Diesel,Manual,240417.0,Used,90000-100000,Explorer
2016.0,3.5,Electric,Manual,117718.0,Like New,10000-20000,RAV4
2007.0,5.3,Hybrid,Automatic,273661.0,Used,10000-20000,Mustang
2006.0,5.3,Hybrid,Manual,152755.0,Used,10000-20000,A4
2006.0,1.0,Hybrid,Manual,207791.0,Like New,60000-70000,X3
2002.0,4.9,Electric,Manual,249120.0,Like New,60000-70000,Mustang
